filename,label,xmin,ymin,xmax,ymax
frame_000109.PNG,Sandwiches,226.73,593.51,285.15999999999997,704.67
frame_000110.PNG,Sandwiches,223.68,592.68,282.11,703.8399999999999
frame_000111.PNG,Sandwiches,220.64,591.85,279.07,703.01
frame_000112.PNG,Sandwiches,217.88,588.54,276.31,699.6899999999999
frame_000113.PNG,Sandwiches,206.82,589.64,265.25,700.79
frame_000114.PNG,Sandwiches,189.67,588.93,248.1,713.0799999999999
frame_000115.PNG,Sandwiches,179.71,591.69,238.14000000000001,715.85
frame_000116.PNG,Sandwiches,179.71,593.9,238.14000000000001,718.06
frame_000117.PNG,Sandwiches,163.12,598.33,221.55,722.48
frame_000118.PNG,Sandwiches,153.17,607.18,211.6,731.3299999999999
frame_000119.PNG,Sandwiches,145.98,613.81,204.41,737.9599999999999
frame_000120.PNG,Sandwiches,140.45,619.9,198.88,744.05
frame_000121.PNG,Sandwiches,299.72,148.8,775.79,765.22
frame_000122.PNG,Sandwiches,310.26,212.85,746.91,782.4200000000001
frame_000123.PNG,Sandwiches,320.8,276.89,718.03,799.61
frame_000124.PNG,Sandwiches,317.14,360.51,669.9300000000001,776.04
frame_000125.PNG,Sandwiches,321.93,408.44,632.54,792.89
frame_000126.PNG,Sandwiches,328.3,433.31,612.96,797.9
frame_000127.PNG,Sandwiches,350.82,447.5,600.9,785.4200000000001
frame_000128.PNG,Sandwiches,347.79,449.81,580.37,760.75
frame_000129.PNG,Sandwiches,344.75,452.12,559.84,736.09
frame_000130.PNG,Sandwiches,341.72,454.43,539.3100000000001,711.4200000000001
frame_000131.PNG,Sandwiches,346.39,446.47,513.18,694.57
frame_000132.PNG,Sandwiches,334.13,439.29,479.29999999999995,661.63
frame_000133.PNG,Sandwiches,341.52,448.34,448.71,642.12
frame_000134.PNG,Sandwiches,334.05,445.02,441.25,638.8
frame_000135.PNG,Sandwiches,326.58,441.71,433.78,635.48
frame_000136.PNG,Sandwiches,318.29,446.68,425.48,640.46
frame_000137.PNG,Sandwiches,313.67,463.0,413.03000000000003,655.1800000000001
frame_000138.PNG,Sandwiches,311.98,464.87,418.66,657.04
frame_000139.PNG,Sandwiches,310.29,466.74,424.3,658.91
frame_000140.PNG,Sandwiches,308.59,468.6,429.92999999999995,660.77
frame_000141.PNG,Sandwiches,287.57,501.48,408.90999999999997,633.83
frame_000142.PNG,Sandwiches,288.68,505.07,410.02,637.4300000000001
frame_000143.PNG,Sandwiches,289.78,508.67,411.12,641.03
frame_000144.PNG,Sandwiches,296.99,521.42,414.55,637.5899999999999
frame_000145.PNG,Sandwiches,247.22,534.69,364.78,650.8700000000001
frame_000146.PNG,Sandwiches,244.68,531.38,364.78,648.12
frame_000147.PNG,Sandwiches,242.14,528.06,364.78,645.3799999999999
frame_000148.PNG,Sandwiches,239.6,524.74,364.78,642.64
frame_000149.PNG,Sandwiches,236.28,519.76,361.46000000000004,637.67
frame_000150.PNG,Sandwiches,225.82,512.71,358.69,627.57
frame_000151.PNG,Sandwiches,225.82,505.53,358.69,620.39
frame_000152.PNG,Sandwiches,222.51,501.93,355.37,616.79
frame_000153.PNG,Sandwiches,219.19,498.34,352.05,613.1999999999999
frame_000154.PNG,Sandwiches,215.32,492.81,348.18,607.67
frame_000155.PNG,Sandwiches,211.45,487.28,344.31,602.14
frame_000156.PNG,Sandwiches,207.57,481.75,340.44,596.61
frame_000157.PNG,Sandwiches,201.49,478.43,334.36,593.29
frame_000158.PNG,Sandwiches,201.49,477.32,334.36,592.18
frame_000159.PNG,Sandwiches,199.83,474.0,332.70000000000005,588.86
frame_000160.PNG,Sandwiches,196.51,472.34,329.38,587.1999999999999
frame_000161.PNG,Sandwiches,194.3,469.03,327.17,583.88
frame_000162.PNG,Sandwiches,190.98,462.39,323.85,577.25
frame_000163.PNG,Sandwiches,190.07,462.7,324.85,577.56
frame_000164.PNG,Sandwiches,189.15,463.01,325.85,577.87
frame_000165.PNG,Sandwiches,188.23,463.33,326.84000000000003,578.18
frame_000166.PNG,Sandwiches,187.31,463.64,327.84000000000003,578.5
frame_000167.PNG,Sandwiches,186.4,463.95,328.84000000000003,578.81
frame_000168.PNG,Sandwiches,185.48,464.26,329.84000000000003,579.12
frame_000169.PNG,Sandwiches,184.56,464.57,330.84000000000003,579.43
frame_000170.PNG,Sandwiches,183.64,464.88,331.84,579.74
frame_000171.PNG,Sandwiches,182.73,465.19,332.84000000000003,580.05
frame_000172.PNG,Sandwiches,181.81,465.51,333.83000000000004,580.37
frame_000173.PNG,Sandwiches,180.89,465.82,334.83,580.68
frame_000174.PNG,Sandwiches,179.97,466.13,335.83000000000004,580.99
frame_000175.PNG,Sandwiches,180.13,466.77,335.99,581.63
frame_000176.PNG,Sandwiches,180.28,467.42,336.14,582.28
frame_000177.PNG,Sandwiches,180.44,468.06,336.28999999999996,582.92
frame_000178.PNG,Sandwiches,180.59,468.71,336.45000000000005,583.5699999999999
frame_000179.PNG,Sandwiches,180.74,469.35,336.6,584.21
frame_000180.PNG,Sandwiches,180.9,470.0,336.75,584.86
frame_000181.PNG,Sandwiches,181.05,470.65,336.91,585.5
frame_000182.PNG,Sandwiches,181.2,471.29,337.06,586.15
frame_000183.PNG,Sandwiches,181.36,471.94,337.21000000000004,586.79
frame_000184.PNG,Sandwiches,181.51,472.58,337.37,587.4399999999999
frame_000185.PNG,Sandwiches,181.66,473.23,337.52,588.09
frame_000186.PNG,Sandwiches,181.82,473.87,337.68,588.73
frame_000187.PNG,Sandwiches,181.97,474.52,337.83000000000004,589.38
frame_000188.PNG,Sandwiches,182.13,475.16,337.98,590.02
frame_000189.PNG,Sandwiches,182.28,475.81,338.14,590.67
frame_000190.PNG,Sandwiches,182.43,476.45,338.29,591.31
frame_000191.PNG,Sandwiches,182.59,477.1,338.44,591.96
frame_000192.PNG,Sandwiches,182.74,477.74,338.6,592.6
frame_000193.PNG,Sandwiches,182.74,478.02,338.6,592.88
frame_000194.PNG,Sandwiches,182.74,478.29,338.6,593.15
frame_000195.PNG,Sandwiches,182.74,479.77,338.6,594.63
frame_000196.PNG,Sandwiches,182.74,481.24,338.6,596.1
frame_000197.PNG,Sandwiches,182.74,482.71,338.6,597.5699999999999
frame_000198.PNG,Sandwiches,181.5,481.61,337.35,596.47
frame_000199.PNG,Sandwiches,180.25,480.5,336.11,595.36
frame_000200.PNG,Sandwiches,179.01,479.4,334.87,594.26
frame_000201.PNG,Sandwiches,177.76,478.29,333.62,593.15
frame_000202.PNG,Sandwiches,177.56,478.57,333.42,593.43
frame_000203.PNG,Sandwiches,177.36,478.85,333.22,593.71
frame_000204.PNG,Sandwiches,177.16,479.12,333.02,593.98
frame_000205.PNG,Sandwiches,176.96,479.4,332.82000000000005,594.26
frame_000206.PNG,Sandwiches,176.76,479.67,332.62,594.53
frame_000207.PNG,Sandwiches,176.56,479.95,332.40999999999997,594.81
frame_000208.PNG,Sandwiches,176.36,480.23,332.21000000000004,595.09
frame_000209.PNG,Sandwiches,176.16,480.5,332.01,595.36
frame_000210.PNG,Sandwiches,175.95,480.78,331.81,595.64
frame_000211.PNG,Sandwiches,175.75,481.06,331.61,595.92
frame_000212.PNG,Sandwiches,175.55,481.33,331.41,596.1899999999999
frame_000213.PNG,Sandwiches,175.35,481.61,331.21000000000004,596.47
frame_000214.PNG,Sandwiches,175.15,481.89,331.01,596.75
frame_000215.PNG,Sandwiches,174.95,482.16,330.81,597.02
frame_000216.PNG,Sandwiches,174.75,482.44,330.6,597.3
frame_000217.PNG,Sandwiches,174.55,482.71,330.4,597.5699999999999
frame_000218.PNG,Sandwiches,174.35,482.99,330.2,597.85
frame_000219.PNG,Sandwiches,174.14,483.27,330.0,598.13
frame_000220.PNG,Sandwiches,173.94,483.54,329.8,598.4
frame_000221.PNG,Sandwiches,173.74,483.82,329.6,598.68
frame_000222.PNG,Sandwiches,173.54,484.1,329.4,598.96
frame_000223.PNG,Sandwiches,173.34,484.37,329.20000000000005,599.23
frame_000224.PNG,Sandwiches,172.1,484.37,327.95,599.23
frame_000225.PNG,Sandwiches,170.85,484.37,326.71000000000004,599.23
frame_000226.PNG,Sandwiches,169.61,484.37,325.47,599.23
frame_000227.PNG,Sandwiches,168.37,484.38,324.22,599.23
frame_000228.PNG,Sandwiches,161.73,486.03,317.59000000000003,600.89
frame_000229.PNG,Sandwiches,160.72,486.99,316.31,599.54
frame_000230.PNG,Sandwiches,159.7,487.95,315.03,598.1899999999999
frame_000231.PNG,Sandwiches,158.69,488.91,313.74,596.83
frame_000232.PNG,Sandwiches,157.67,489.88,312.46,595.48
frame_000233.PNG,Sandwiches,156.66,490.84,311.18,594.13
frame_000234.PNG,Sandwiches,155.65,491.8,309.9,592.78
frame_000235.PNG,Sandwiches,154.63,492.76,308.62,591.42
frame_000236.PNG,Sandwiches,153.25,492.62,307.24,591.29
frame_000237.PNG,Sandwiches,151.87,492.48,305.85,591.15
frame_000238.PNG,Sandwiches,150.48,492.34,304.47,591.01
frame_000239.PNG,Sandwiches,149.1,492.21,303.09000000000003,590.87
frame_000240.PNG,Sandwiches,147.72,492.07,301.71000000000004,590.73
frame_000241.PNG,Sandwiches,146.34,491.93,300.33000000000004,590.6
frame_000242.PNG,Sandwiches,144.95,491.79,298.94,590.46
frame_000243.PNG,Sandwiches,143.57,491.65,297.56,590.3199999999999
frame_000244.PNG,Sandwiches,141.64,492.21,295.63,590.87
frame_000245.PNG,Sandwiches,139.7,492.76,293.69,591.43
frame_000246.PNG,Sandwiches,137.49,506.03,291.48,604.6899999999999
frame_000247.PNG,Sandwiches,137.12,507.13,291.11,605.8
frame_000248.PNG,Sandwiches,136.75,508.24,290.74,606.91
frame_000249.PNG,Sandwiches,136.38,509.35,290.37,608.01
frame_000250.PNG,Sandwiches,130.81,524.47,272.31,609.21
frame_000251.PNG,Sandwiches,130.26,525.3,271.76,610.04
frame_000252.PNG,Sandwiches,129.71,526.13,271.21000000000004,610.87
frame_000253.PNG,Sandwiches,858.0,387.33,999.5,472.06
frame_000254.PNG,Sandwiches,73.98,44.63,417.17,307.1
frame_000255.PNG,Sandwiches,75.94,121.05,428.81,341.3
frame_000256.PNG,Sandwiches,72.62,190.72,425.49,410.98
frame_000257.PNG,Sandwiches,56.03,240.5,408.9,460.75
frame_000258.PNG,Sandwiches,51.88,257.08,404.76,477.34
frame_000259.PNG,Sandwiches,47.74,273.67,400.61,493.93
frame_000260.PNG,Sandwiches,68.89,275.12,364.32,505.34000000000003
frame_000261.PNG,Sandwiches,61.15,295.03,356.58,525.25
frame_000262.PNG,Sandwiches,47.32,312.73,342.75,542.95
frame_000263.PNG,Sandwiches,16.94,321.07,291.88,535.75
frame_000264.PNG,Sandwiches,2.56,326.04,277.5,540.72
frame_000265.PNG,Sandwiches,-11.82,331.02,263.12,545.7
frame_000266.PNG,Sandwiches,1.07,340.46,228.48999999999998,545.24
frame_000267.PNG,Sandwiches,-18.7,392.34,208.94,567.93
frame_000268.PNG,Sandwiches,-30.32,421.1,197.32,596.69
frame_000269.PNG,Sandwiches,-22.57,443.66,186.23000000000002,619.26
frame_000270.PNG,Sandwiches,-23.4,448.64,185.4,624.24
frame_000271.PNG,Sandwiches,-24.23,453.62,184.57000000000002,629.21
frame_000272.PNG,Sandwiches,-29.21,466.33,179.59,641.93
frame_000273.PNG,Sandwiches,-46.74,477.15,150.13,639.4399999999999
frame_000275.PNG,Sandwiches,124.06,0.0,669.31,585.64
frame_000276.PNG,Sandwiches,119.73,110.23,599.3199999999999,666.69
frame_000278.PNG,Sandwiches,49.4,33.75,558.16,650.89
frame_000279.PNG,Sandwiches,49.4,217.3,517.2,670.25
frame_000280.PNG,Sandwiches,85.35,426.33,500.03999999999996,703.99
frame_000281.PNG,Sandwiches,130.71,534.48,481.83000000000004,742.9100000000001
frame_000282.PNG,Sandwiches,183.91,576.43,465.64,763.4399999999999
frame_000283.PNG,Sandwiches,-48.24,301.42,325.08,594.4100000000001
frame_000284.PNG,Sandwiches,-15.03,362.71,320.62,639.25
frame_000285.PNG,Sandwiches,17.04,411.97,322.3,660.26
frame_000286.PNG,Sandwiches,28.25,430.36,323.27,667.04
frame_000287.PNG,Sandwiches,39.46,448.75,324.22999999999996,673.8199999999999
frame_000288.PNG,Sandwiches,205.71,543.99,334.46000000000004,620.4300000000001
frame_000289.PNG,Sandwiches,205.29,543.29,334.04999999999995,619.74
frame_000290.PNG,Sandwiches,204.88,542.6,333.63,619.04
frame_000291.PNG,Sandwiches,204.46,541.91,333.22,618.3499999999999
frame_000292.PNG,Sandwiches,204.04,541.22,332.79999999999995,617.6600000000001
frame_000293.PNG,Sandwiches,334.71,380.41,507.11,564.04
frame_000294.PNG,Sandwiches,465.38,219.6,681.42,510.40999999999997
frame_000295.PNG,Sandwiches,596.04,58.8,855.74,456.78000000000003
frame_000296.PNG,Sandwiches,726.71,-102.01,1030.05,403.15000000000003
frame_000297.PNG,Sandwiches,604.72,-26.29,1112.77,515.24
frame_000298.PNG,Sandwiches,545.22,84.38,1198.19,566.6
frame_000299.PNG,Sandwiches,558.5,92.67,1211.46,574.89
frame_000300.PNG,Sandwiches,596.53,231.63,1176.76,631.5
frame_000301.PNG,Sandwiches,646.72,308.38,1113.29,668.52
frame_000302.PNG,Sandwiches,673.71,335.15,1095.39,686.5799999999999
frame_000303.PNG,Sandwiches,700.71,361.91,1077.49,704.6300000000001
frame_000304.PNG,Sandwiches,725.87,386.85,1052.8600000000001,729.48
frame_000305.PNG,Sandwiches,723.84,446.91,1065.41,749.01
frame_000306.PNG,Sandwiches,675.81,462.12,1055.1499999999999,764.21
frame_000307.PNG,Sandwiches,675.01,475.29,1047.6599999999999,763.76
frame_000308.PNG,Sandwiches,663.84,475.1,1036.49,737.88
frame_000309.PNG,Sandwiches,652.67,474.92,1025.31,711.99
frame_000310.PNG,Sandwiches,618.94,465.52,991.58,702.5899999999999
frame_000311.PNG,Sandwiches,579.12,452.25,951.77,689.31
frame_000312.PNG,Sandwiches,543.73,445.61,916.38,682.6700000000001
frame_000313.PNG,Sandwiches,510.55,453.35,883.2,690.4200000000001
frame_000314.PNG,Sandwiches,510.55,446.71,883.19,683.78
frame_000315.PNG,Sandwiches,482.35,452.24,854.99,689.3
frame_000316.PNG,Sandwiches,453.59,453.9,826.24,690.96
frame_000317.PNG,Sandwiches,432.02,456.67,804.67,693.73
frame_000318.PNG,Sandwiches,436.42,493.21,756.03,681.02
frame_000319.PNG,Sandwiches,407.85,495.71,708.83,646.48
frame_000320.PNG,Sandwiches,402.22,492.54,679.73,643.3100000000001
frame_000321.PNG,Sandwiches,396.6,489.36,650.62,640.14
frame_000322.PNG,Sandwiches,360.1,470.56,614.12,621.33
frame_000323.PNG,Sandwiches,341.14,458.91,555.15,641.82
frame_000324.PNG,Sandwiches,320.32,454.43,515.74,644.06
frame_000325.PNG,Sandwiches,289.9,439.5,485.33,629.13
frame_000326.PNG,Sandwiches,291.56,444.47,486.99,634.11
frame_000327.PNG,Sandwiches,282.69,445.03,454.44,619.68
frame_000328.PNG,Sandwiches,278.26,440.05,450.01,614.7
frame_000329.PNG,Sandwiches,279.88,440.26,431.82,606.24
frame_000330.PNG,Sandwiches,287.43,443.57,416.33000000000004,609.56
frame_000331.PNG,Sandwiches,288.6,446.13,414.88,609.48
frame_000332.PNG,Sandwiches,289.77,448.68,413.42999999999995,609.4
frame_000333.PNG,Sandwiches,290.94,451.24,411.98,609.33
frame_000334.PNG,Sandwiches,292.11,453.79,410.53000000000003,609.25
frame_000335.PNG,Sandwiches,294.51,462.48,413.1,612.1700000000001
frame_000336.PNG,Sandwiches,296.9,471.17,415.66999999999996,615.09
frame_000337.PNG,Sandwiches,298.14,475.52,416.38,614.89
frame_000338.PNG,Sandwiches,299.38,479.87,417.08,614.69
frame_000339.PNG,Sandwiches,312.67,478.9,405.64,625.48
frame_000340.PNG,Sandwiches,311.7,481.38,404.66999999999996,627.96
frame_000341.PNG,Sandwiches,310.73,483.87,403.70000000000005,630.45
frame_000342.PNG,Sandwiches,309.76,486.36,402.73,632.94
frame_000343.PNG,Sandwiches,308.8,488.85,401.77,635.4300000000001
frame_000344.PNG,Sandwiches,308.66,490.09,401.63,636.67
frame_000345.PNG,Sandwiches,308.52,491.34,401.49,637.92
frame_000346.PNG,Sandwiches,308.38,492.58,401.35,639.16
frame_000347.PNG,Sandwiches,308.25,493.82,401.22,640.4
frame_000348.PNG,Sandwiches,309.59,495.48,402.55999999999995,642.0600000000001
frame_000349.PNG,Sandwiches,310.93,497.14,403.9,643.72
frame_000350.PNG,Sandwiches,312.27,498.8,405.24,645.38
frame_000351.PNG,Sandwiches,313.62,500.46,406.59000000000003,647.04
frame_000352.PNG,Sandwiches,314.96,502.12,407.92999999999995,648.7
frame_000353.PNG,Sandwiches,316.3,503.78,409.27,650.36
frame_000354.PNG,Sandwiches,317.64,505.44,410.62,652.02
frame_000355.PNG,Sandwiches,318.53,506.66,411.5,653.24
frame_000356.PNG,Sandwiches,319.41,507.87,412.39000000000004,654.45
frame_000357.PNG,Sandwiches,320.3,509.09,413.27,655.67
frame_000358.PNG,Sandwiches,321.19,510.31,414.15999999999997,656.89
frame_000359.PNG,Sandwiches,322.07,511.52,415.03999999999996,658.1
frame_000360.PNG,Sandwiches,322.54,513.5,415.51,660.08
frame_000361.PNG,Sandwiches,323.02,515.47,415.99,662.0500000000001
frame_000362.PNG,Sandwiches,323.49,517.45,416.46000000000004,664.0300000000001
frame_000363.PNG,Sandwiches,323.97,519.42,416.94000000000005,666.0
frame_000364.PNG,Sandwiches,324.44,521.4,417.40999999999997,667.98
frame_000365.PNG,Sandwiches,324.91,523.37,417.88,669.95
frame_000366.PNG,Sandwiches,325.39,525.35,418.36,671.9300000000001
frame_000367.PNG,Sandwiches,328.62,529.78,417.89,673.5699999999999
frame_000368.PNG,Sandwiches,331.85,534.21,417.42,675.22
frame_000369.PNG,Sandwiches,335.09,538.64,416.95,676.86
frame_000370.PNG,Sandwiches,335.92,543.07,417.78000000000003,681.2900000000001
frame_000371.PNG,Sandwiches,336.74,547.49,418.61,685.71
frame_000372.PNG,Sandwiches,337.3,552.47,419.16,690.69
frame_000373.PNG,Sandwiches,337.85,557.45,419.71000000000004,695.6600000000001
frame_000374.PNG,Sandwiches,337.02,559.93,418.88,698.15
frame_000375.PNG,Sandwiches,336.19,562.42,418.05,700.64
frame_000376.PNG,Sandwiches,336.46,562.97,418.33,701.19
frame_000377.PNG,Sandwiches,336.74,563.53,418.6,701.75
frame_000378.PNG,Sandwiches,338.12,564.36,419.98,702.58
frame_000379.PNG,Sandwiches,339.5,565.19,421.37,703.4100000000001
frame_000380.PNG,Sandwiches,341.2,569.42,422.53999999999996,702.93
frame_000381.PNG,Sandwiches,342.89,573.65,423.71999999999997,702.46
frame_000382.PNG,Sandwiches,344.59,577.88,424.89,701.99
frame_000383.PNG,Sandwiches,346.29,582.1,426.07000000000005,701.52
frame_000384.PNG,Sandwiches,347.98,586.33,427.25,701.0500000000001
frame_000385.PNG,Sandwiches,347.15,587.72,426.41999999999996,702.4300000000001
frame_000386.PNG,Sandwiches,346.32,589.1,425.59,703.8100000000001
frame_000387.PNG,Sandwiches,344.66,592.97,423.93,707.69
frame_000388.PNG,Sandwiches,343.0,596.84,422.27,711.5600000000001
frame_000389.PNG,Sandwiches,340.51,600.71,419.78,715.4300000000001
frame_000390.PNG,Sandwiches,338.02,604.58,417.28999999999996,719.3000000000001
frame_000391.PNG,Sandwiches,336.36,607.9,415.63,722.62
frame_000392.PNG,Sandwiches,334.71,611.22,413.96999999999997,725.9300000000001
frame_000393.PNG,Sandwiches,338.27,614.7,412.87,729.4200000000001
frame_000394.PNG,Sandwiches,341.83,618.18,411.78,732.9
frame_000395.PNG,Sandwiches,337.4,620.39,407.34999999999997,735.1
frame_000396.PNG,Sandwiches,334.92,623.71,404.86,738.4200000000001
frame_000397.PNG,Sandwiches,332.43,627.02,402.37,741.74
frame_000398.PNG,Sandwiches,331.69,629.05,401.64,743.76
frame_000399.PNG,Sandwiches,330.95,631.07,400.9,745.7900000000001
frame_000400.PNG,Sandwiches,330.21,633.1,400.15999999999997,747.8100000000001
frame_000401.PNG,Sandwiches,329.38,633.93,399.33,748.64
frame_000402.PNG,Sandwiches,328.56,634.76,398.5,749.47
frame_000403.PNG,Sandwiches,327.63,632.36,397.58,747.08
frame_000404.PNG,Sandwiches,326.71,629.97,396.65999999999997,744.6800000000001
